ID,工作项类型,严重程度,标题,状态,负责人,截止日期,预估工时（小时）,已登记工时（小时）,剩余工时（小时）,重新打开-停留次数,创建者,创建时间,所属项目
#2655,缺陷,Major,CFG设置充电模式按需充，内电池开关关闭，重启设备后打开内电池开关设备不充电；内电池开关打开，重启设备后关闭内电池开关设备仍会充电,关闭,aleo.liu-HFSW,,0h,0h,0h,0,harper.kuang-HFSW,2023/7/10 13:18,GV310LAU_LOA
#1900,缺陷,Major,"HF_ST_BUG #62388 ST[GTHBM]HBM mode=5，自校准场测后，倾斜静置在桌面，不停触发上报HBM,type为00",关闭,aleo.liu-HFSW,,0h,1h,0h,0,hiro.wang,2023/6/15 15:59,GV58LAU
#947,缺陷,Major,ST[AUS]AU100连接UFS300，无法进行UFS升级,关闭,aleo.liu-HFSW,,0h,0h,0h,0,harper.kuang-HFSW,2023/5/22 13:21,GV310LAU
#939,缺陷,Normal,ST【GTURT】GTURT命令中的Sleep Mode未起明显作用,待处理,aleo.liu-HFSW,,0h,0h,0h,0,harper.kuang-HFSW,2023/5/22 11:09,GV305CEU
#930,缺陷,Major,ST[GTBAS]设备蓝牙测试过程中，配置BAS配件扫描挂机，会突然出现一段时间扫不到配置的配件,关闭,aleo.liu-HFSW,,0h,1h,0h,1,harper.kuang-HFSW,2023/5/22 10:12,GV305CEU
#867,缺陷,Major,ST[GTRCS]配置485接TD500，number为1，ID从1开始，副串切换工作模式之后，出现485 数据为空，关闭RCS在开启或者重启设备可恢复,待处理,aleo.liu-HFSW,,0h,0h,0h,0,aleo.liu-HFSW,2023/5/19 10:49,GV305CEU
#840,缺陷,Major,ST[GTRTO]RTO-2查询多个命令时，包含错误的命令也可以下发成功，单独下发会ERROR,关闭,aleo.liu-HFSW,,0h,0h,0h,0,len.liu-HFSW,2023/5/18 16:58,GV350CEU
#10600,缺陷,Normal,ST[GTC]设置GTC Mode为1，下发命令前关闭服务器或上报QRY中途关闭服务器，设备不上报F3H报文,待处理,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2024/2/29 15:48,GV58CEU_Pro
#10595,任务,,添加虚拟点熄火功能,未开始,abert.xu-HFSW,,0h,0h,0h,,abert.xu-HFSW,2024/2/29 15:06,GV58CEU_Pro
#10594,任务,,添加1wire功能,未开始,abert.xu-HFSW,,0h,0h,0h,,abert.xu-HFSW,2024/2/29 15:06,GV58CEU_Pro
#10583,缺陷,Normal,ST[QMSCFG]从Track服务器或短信下发GTC-Mode 2命令，使用QMS端密码时，上报两条F3-Start Upload报文到QMS服务器,待处理,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2024/2/29 13:20,GV58CEU_Pro
#10468,缺陷,Normal,ST[BTADV]BTADV中Adverting Data  Type实际可下发范围与协议定义不一致,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/2/27 16:53,GV58CEU_Pro
#10433,缺陷,Normal,ST[SMS]设置设备SMS上报，GTC Mode=1时，设备未返回NACK,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/2/27 12:03,GV58CEU_Pro
#10293,缺陷,Normal,ST[GTC]设备无网时下发GTC-Mode 1，不上报与服务器连接失败的F3H报文，而是等到网络恢复后再进行上传,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/2/22 14:51,GV58CEU_Pro
#10289,缺陷,Major,ST[BTBCN&GTKFB]设置filter type为0的时候配置了OUI，此时OUI占不占用数量，与BTKFB表现不一致；且当前无法删除KFB和BCN的OUI,待讨论,abert.xu-HFSW,,2h,1h,1h,0,daisy.yu-HFST,2024/2/22 14:34,GV58CEU_Pro
#10288,缺陷,Major,ST[GTC]使用QMS端命令下发GTC查询命令，F3H报文上报到Track服务器，未根据密码区分,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/2/22 14:31,GV58CEU_Pro
#10197,缺陷,Normal,ST[01H]Fota升级BLE或BB，开机01H中上报的Event Code为00H，根据最新Root协议和研讨会决议，应该上报07H,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/2/20 19:44,GV58CEU_Pro
#10196,缺陷,Normal,ST[QRC-20H]QRC-20H达到Alarm Percentage 2时，上报的电池电压和电量与前后50H报文中上报的不一致,待讨论,abert.xu-HFSW,,2h,1h,1h,0,janet.he-HFST,2024/2/20 19:37,GV58CEU_Pro
#10194,缺陷,Normal,ST[01H]01H中拿不到GPS信息和网络信息时，未使用保存的GPS位置信息、网络信息回填,待处理,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2024/2/20 18:42,GV58CEU_Pro
#9974,缺陷,Major,ST[BTSVR]主从设备SVR连接失败时，主机会上报多次91H-00H报文,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/2/4 18:53,GV58CEU_Pro
#9771,缺陷,Critical,ST[GTC]反复写入工厂配置后，出现写入工厂配置和下发命令失败，返回Creat File Error,关闭,abert.xu-HFSW,,6h,6h,0h,0,janet.he-HFST,2024/2/1 17:37,GV58CEU_Pro
#9720,缺陷,Normal,ST[UPC]设备在下载阶段状态由熄火变为点火，会先上报开始升级的F2H报文再上报拒绝升级的F2H报文,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/2/1 11:59,GV58CEU_Pro
#9679,缺陷,Critical,ST[BTADV]BTADV设置定向广播直接切换定向广播地址，不能立即生效，导致SVR连接失败,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/31 14:39,GV58CEU_Pro
#9661,缺陷,Critical,ST[BTADV]下发命令切换Advertising type，设备不能立即改变广播类型,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/31 10:46,GV58CEU_Pro
#9563,缺陷,Critical,ST[RTO]RTO-94 Reset参数配置时，QMS端配置也会被Reset成默认值,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/30 10:38,GV58CEU_Pro
#9537,任务,,VDO100：Continental定制参数包-20240130,已完成,abert.xu-HFSW,2024/1/30,4h,4h,0h,,daniel.cheng-HFPM,2024/1/30 9:23,VDO100
#9525,缺陷,Major,ST[QMSCFG]Track服务器上报QRY期间，QMS下发GTC命令，会使QRY报文报往QMS服务器,关闭,abert.xu-HFSW,,8h,8h,0h,1,janet.he-HFST,2024/1/29 17:45,GV58CEU_Pro
#9514,缺陷,Major,ST[QMSCFG]QMSCFG不能添加到Notification Commands中,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/29 15:41,GV58CEU_Pro
#9512,缺陷,Major,ST[QMSCFG]Notification Commands只识别大写字母命令,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/29 15:36,GV58CEU_Pro
#9495,缺陷,Normal,ST[QMSCFG]下发GEO命令时，GEO ID为1-20，ACH中对应的GEO ID为0-19,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/29 11:43,GV58CEU_Pro
#9400,缺陷,Normal,ST [BTSVR]Reseved（原match device name）下发其他值后建议返回为空,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/25 16:56,GV58CEU_Pro
#9356,缺陷,Critical,ST[QMSCFG]下发RTO命令，设备会上报两条ACH报文到QMS服务器,关闭,abert.xu-HFSW,,2h,2h,0h,1,janet.he-HFST,2024/1/24 16:39,GV58CEU_Pro
#9344,缺陷,Major,ST[UPD]下发UPD命令后，文件服务器端口被占用，不上报确认升级的F1H报文,关闭,abert.xu-HFSW,,7h,1h,6h,0,janet.he-HFST,2024/1/24 13:13,GV58CEU_Pro
#9322,缺陷,Major,ST[BTSVR]主从设备连接成功时，每次主从设备进行连接时会上报一条real-time为1的93H报文，与其他93H报文间隔不连续,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2024/1/23 20:03,GV58CEU_Pro
#9312,缺陷,Major,ST[BTSVR]BTADV由定向广播修改为非定向广播，重启后设备SVR能够连接成功，但是无法被其他设备连接,待讨论,abert.xu-HFSW,,2h,1h,1h,0,janet.he-HFST,2024/1/23 16:08,GV58CEU_Pro
#9197,缺陷,Major,ST[BTSVR]Match MAC Address设置为空时，未维持原值,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/19 17:05,GV58CEU_Pro
#9190,缺陷,Major,ST[QRC-93H]Data 172中Real-Time State始终为1,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/19 16:22,GV58CEU_Pro
#9189,缺陷,Critical,ST[BTSVR]Master设备重启前后与从机连接状态未发生变化，重启后仍会上报连接成功的94H报文,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/19 16:16,GV58CEU_Pro
#9087,缺陷,Critical,ST[BTSVR]主从机连接失败，主机不按照Connect Interval上报连接失败的94H报文,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/17 10:47,GV58CEU_Pro
#9043,缺陷,Major,ST[BTADV]设置广播模式为1或者2，设备点熄火切换，广播时间不清零,关闭,abert.xu-HFSW,,1h,1h,0h,0,daisy.yu-HFST,2024/1/16 11:38,GV58CEU_Pro
#9026,缺陷,Major,ST[BTSVR]QRC-91H查询Mode一直为空,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/15 18:16,GV58CEU_Pro
#9024,缺陷,Critical,ST[BTKFB]设置不同的Group ID，同一个type，当Keyfob ID多个的时候，会出现设备不断重启,关闭,abert.xu-HFSW,,6h,6h,0h,1,daisy.yu-HFST,2024/1/15 17:59,GV58CEU_Pro
#9023,缺陷,Major,ST[BTSVR]上报报文Data 172中没有数据,关闭,abert.xu-HFSW,,4h,4h,0h,2,helena.hu-HFST,2024/1/15 17:56,GV58CEU_Pro
#9018,缺陷,Major,ST[BTSVR]master设备关机，slave上报连接失败之后master再开机，开机后第一次SVR连接失败,关闭,abert.xu-HFSW,,2h,2h,0h,0,helena.hu-HFST,2024/1/15 16:43,GV58CEU_Pro
#9011,缺陷,Major,ST[BTKFB]配置对应的OUI，push button为0，下发命令，设备22状态扫描，低电报警只上报一条,关闭,abert.xu-HFSW,,2h,2h,0h,0,daisy.yu-HFST,2024/1/15 15:15,GV58CEU_Pro
#9010,缺陷,Major,ST[BTKFB]配置对应的OUI，push button为0，下发命令，设备处于非22状态就开始扫描,关闭,abert.xu-HFSW,,1h,1h,0h,1,daisy.yu-HFST,2024/1/15 14:56,GV58CEU_Pro
#9004,缺陷,Major,ST[BTSVR]IMEI可以下发字母A-F,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/15 13:38,GV58CEU_Pro
#8998,缺陷,Critical,ST[BTSVR]master设备每次连接时先报一条连接失败，再报一条连接成功,关闭,abert.xu-HFSW,,2h,3h,0h,2,helena.hu-HFST,2024/1/15 11:58,GV58CEU_Pro
#8927,缺陷,Critical,"ST[BTBCN]设置三个group ID，type分别为13,80,81，之后按照各自的扫描，如果其中一个type设置了filter data会导致其他的上报95H中数量为0",关闭,abert.xu-HFSW,,2h,2h,0h,0,daisy.yu-HFST,2024/1/11 19:18,GV58CEU_Pro
#8909,缺陷,Major,ST[BTBCN]设置type为80 – Eddystone-UID，filter type为3，不设置NID，此时是不过滤还是全部过滤？,关闭,abert.xu-HFSW,,1h,1h,0h,0,daisy.yu-HFST,2024/1/11 17:04,GV58CEU_Pro
#8906,缺陷,Major,ST[BTBCN]设置三个group，type都是80，设备扫描eddystone信息各自按照各自的还是只是为了扩充filter data？,关闭,abert.xu-HFSW,,1h,1h,0h,0,daisy.yu-HFST,2024/1/11 16:16,GV58CEU_Pro
#8905,缺陷,Major,ST[协议]蓝牙协议问题汇总,重新打开,abert.xu-HFSW,,8h,4h,4h,1,daisy.yu-HFST,2024/1/11 15:57,GV58CEU_Pro
#8889,缺陷,Major,ST[BTADV]设置广播模式为3，Advertising Time设置为0切换到1min，蓝牙广播1min后不停止；在切换到0，蓝牙停止广播,关闭,abert.xu-HFSW,,2h,2h,0h,0,daisy.yu-HFST,2024/1/11 11:21,GV58CEU_Pro
#8885,缺陷,Major,ST[BTADV]默认值查询，Bluetooth Name不符合协议规定,关闭,abert.xu-HFSW,,1h,1h,0h,0,daisy.yu-HFST,2024/1/11 10:11,GV58CEU_Pro
#8839,缺陷,Major,ST[BTSVR]master设备连接不到slave设备时每隔8s上报多条94H报文,关闭,abert.xu-HFSW,,2h,2h,0h,1,helena.hu-HFST,2024/1/10 10:11,GV58CEU_Pro
#8827,缺陷,Critical,ST[BTSVR]协议中无slave角色唤醒GL50B设备的命令,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/9 17:41,GV58CEU_Pro
#8820,缺陷,Major,ST[BTSVR]Match Connected IMEI设置为空之后Match Connected IMEI和Match Bluetooth Name都被清空,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/9 17:02,GV58CEU_Pro
#8818,缺陷,Major,ST[BTSVR]Match Connected IMEI可以下发少于15位或者高于15位,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/9 16:54,GV58CEU_Pro
#8815,缺陷,Major,ST[BTSVR]Connect Fail Count可以下发0-9，与协议范围不符,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/9 16:32,GV58CEU_Pro
#8812,缺陷,Major,ST[BTSVR]Connect Interval可以下发范围外的值,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/9 16:27,GV58CEU_Pro
#8810,缺陷,Critical,ST[BTSVR]slave设备首次连接失败后超时时间不是5min,关闭,abert.xu-HFSW,,2h,3h,0h,1,helena.hu-HFST,2024/1/9 16:11,GV58CEU_Pro
#8802,缺陷,Major,ST[BTSVR]master设备重复下发相同的BTSVR命令，会重复去连接slave设备或重新进行超时计时,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/9 15:34,GV58CEU_Pro
#8801,缺陷,Major,ST[BTSVR]Match Bluetooth Name参数暂时没有作用,关闭,abert.xu-HFSW,,0h,0h,0h,0,helena.hu-HFST,2024/1/9 15:25,GV58CEU_Pro
#8793,缺陷,Critical,ST[BTSVR]master设备不是整点连接slave,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/9 14:28,GV58CEU_Pro
#8790,缺陷,Major,ST[BTSVR]GV58CEU作为master连接失败94H报文Data 173中Connection Status还是01,关闭,abert.xu-HFSW,,1h,1h,0h,1,helena.hu-HFST,2024/1/9 13:59,GV58CEU_Pro
#8787,缺陷,Major,ST[BTSVR]GV58CEU作为master连接失败1h后才上报连接断开的94H报文,关闭,abert.xu-HFSW,,0h,0h,0h,0,helena.hu-HFST,2024/1/9 13:19,GV58CEU_Pro
#8777,缺陷,Critical,ST[BTSVR]QRC-93H下发和读取失败,关闭,abert.xu-HFSW,,6h,6h,0h,0,helena.hu-HFST,2024/1/9 10:48,GV58CEU_Pro
#8770,缺陷,Major,ST[BTSVR]SVR报文Data 173中Role上报和协议定义不一致,关闭,abert.xu-HFSW,,0.5h,0.5h,0h,0,helena.hu-HFST,2024/1/9 10:15,GV58CEU_Pro
#8760,缺陷,Major,ST[BTSVR]QRC命令中record ID为94，Data ID=172下发失败,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/8 17:49,GV58CEU_Pro
#8738,缺陷,Normal,ST[BTSVR]SVR功能开启后，每次设备被连接时都会上报91H-01和91H-00的报文,关闭,abert.xu-HFSW,,2h,2h,0h,0,helena.hu-HFST,2024/1/8 16:08,GV58CEU_Pro
#8735,缺陷,Major,ST[BTSVR]SVR连接成功之后，再次连接成功仍然上报了SVR连接成功报文,关闭,abert.xu-HFSW,,2h,2h,0h,0,helena.hu-HFST,2024/1/8 15:56,GV58CEU_Pro
#8733,缺陷,Major,ST[BTSVR]SVR连接成功到断开，再次连接成功时event code上报错误,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/8 15:50,GV58CEU_Pro
#8732,缺陷,Critical,ST[BTSVR]SVR定时连接成功，但是设备达到超时时间上报连接失败,关闭,abert.xu-HFSW,,2h,2h,0h,0,helena.hu-HFST,2024/1/8 15:47,GV58CEU_Pro
#8730,缺陷,Major,ST[BTSVR]SVR首次连接失败后event code上报00,关闭,abert.xu-HFSW,,1h,1h,0h,0,helena.hu-HFST,2024/1/8 15:38,GV58CEU_Pro
#8687,缺陷,Major,ST[BTBCN]BTBCN扫描周边Beacon信息时，最多只能上报15个,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2024/1/5 16:54,GV58CEU_Pro
#8686,缺陷,Critical,ST[QRC-95H]QRC-95H配置Data ID失败，且查询返回91H,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/5 16:46,GV58CEU_Pro
#8682,缺陷,Critical,ST[95H]设备扫描Ibeacon时，无法通过Data 180正确上报UUID，Major，Minor信息,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/5 16:11,GV58CEU_Pro
#8676,缺陷,Major,ST[BTADV&BTBCN]设置BCN扫描蓝牙设备，Filter Data为空，设备扫描但是上报95H中数量一直为0,关闭,abert.xu-HFSW,,1h,1h,0h,0,daisy.yu-HFST,2024/1/5 15:13,GV58CEU_Pro
#8650,缺陷,Major,ST[BTADV&BTEID]设置ADV中Advertising Data Type0和1切换，EID中切换ID，过程中概率性出现设备停止广播,关闭,abert.xu-HFSW,,3h,4.5h,0h,1,daisy.yu-HFST,2024/1/5 11:05,GV58CEU_Pro
#8613,缺陷,Major,ST[BTKFB]Button Event Detection设置为1时，不同的WKF300进行按键测试受30s间隔限制,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/4 15:16,GV58CEU_Pro
#8603,任务,,添加BLE GATT服务，用于APP端BTSVR功能实现,已完成,abert.xu-HFSW,,8h,8h,0h,,abert.xu-HFSW,2024/1/4 14:26,GV58CEU_Pro
#8602,任务,,BLUENRG345 BB和BLE SPI通信优化同步任务,已完成,abert.xu-HFSW,,8h,16h,0h,,abert.xu-HFSW,2024/1/4 14:25,GV58CEU_Pro
#8593,缺陷,Critical,ST[BTKFB]配置OUI进行扫描时，周边无对应的OUI配件，设备100%异常重启,关闭,abert.xu-HFSW,,2h,1.5h,0.5h,0,janet.he-HFST,2024/1/4 13:30,GV58CEU_Pro
#8572,缺陷,Critical,ST[BTADV]Advertising Time设置为0时，蓝牙不广播,关闭,abert.xu-HFSW,,2h,1.5h,0.5h,0,janet.he-HFST,2024/1/3 16:53,GV58CEU_Pro
#8560,缺陷,Critical,ST[QRC-91H]无法配置和查询QRC-91H,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2024/1/3 15:08,GV58CEU_Pro
#8557,缺陷,Critical,ST[BTADV]蓝牙名称中包含通配符时，即使未达到长度26个字节，%%后的名称会被截断，,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/3 14:08,GV58CEU_Pro
#8396,任务,,添加AT@BTSVR功能,已完成,abert.xu-HFSW,,40h,25h,15h,,abert.xu-HFSW,2023/12/28 9:53,GV58CEU_Pro
#8083,缺陷,Critical,ST[授时]设备UPD升级重启后，网络注册比较慢的情况下，概率性出现时间始终是2009,关闭,abert.xu-HFSW,,2h,2h,0h,0,abel.xiang-HFST,2023/12/20 19:31,GV58CEU_Pro
#8045,缺陷,Major,ST[EPS]Low Voltage Threshold范围与协议不符,关闭,abert.xu-HFSW,,1h,1h,0h,0,abel.xiang-HFST,2023/12/20 13:40,GV58CEU_Pro
#7934,缺陷,Major,ST[UPD]Timeout取值范围与协议不一致,关闭,abert.xu-HFSW,,1h,1h,0h,1,janet.he-HFST,2023/12/15 18:42,GV58CEU_Pro
#7923,缺陷,Major,ST[50H]设备在定里程模式下，更改Mileage值，会上报<Event Code>=00的50H,关闭,abert.xu-HFSW,,4h,4h,0h,0,abel.xiang-HFST,2023/12/15 16:39,GV58CEU_Pro
#7911,缺陷,Normal,ST[UPD]设备在下载阶段状态由熄火变为点火，会先上报开始升级的F1H报文再上报拒绝升级的F1H报文,关闭,abert.xu-HFSW,,2h,2h,0h,1,janet.he-HFST,2023/12/15 14:43,GV58CEU_Pro
#7870,缺陷,Major,ST[50H]仅配置定里程，设备重启首条50H的Event Code=00,待处理,abert.xu-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2023/12/15 10:03,GV58CEU_Pro
#7849,缺陷,Major,ST[50H]设备熄火状态下，Time Interval=0，设备始终处于定位成功状态,关闭,abert.xu-HFSW,,0h,1h,0h,0,abel.xiang-HFST,2023/12/14 15:36,GV58CEU_Pro
#7637,缺陷,Normal,ST[TMA]设备正常重启后也会走时间校准流程，与研讨会确认的校准条件不一致,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2023/12/8 11:37,GV58CEU_Pro
#7615,缺陷,Critical,ST[BTBCN]使用<filter type>=4扫描时，设备不再扫描周边Ibeacon广播信息,关闭,abert.xu-HFSW,,2h,2h,0h,1,janet.he-HFST,2023/12/7 17:58,GV58CEU_Pro
#7607,缺陷,Critical,ST[BTBCN]使用<filter type>=3扫描时，设备不再扫描周边Eddystone广播信息,关闭,abert.xu-HFSW,,3h,3h,0h,1,janet.he-HFST,2023/12/7 17:18,GV58CEU_Pro
#7602,缺陷,Critical,ST[BTBCN]扫描Eddystone时，能够扫描到NID为全0的Eddystone Beacon信息,关闭,abert.xu-HFSW,,3h,3h,0h,0,janet.he-HFST,2023/12/7 17:06,GV58CEU_Pro
#7601,缺陷,Major,ST[BTBCN]扫描Eddystone类型的beacon，Data 179中上报的Number与实际上报的Eddystone信息不一致,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/7 17:03,GV58CEU_Pro
#7594,缺陷,Critical,ST[BTBCN]Data 181中WID310的Voltage始终为0000,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/7 16:12,GV58CEU_Pro
#7592,缺陷,Major,ST[BTBCN]BTBCN中WID300和WID310对应<Filter Type>为0时，会上报重复的Beacon信息,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2023/12/7 15:51,GV58CEU_Pro
#7591,缺陷,Major,ST[BTBCN]Detection mode为2时，仍以Detection Interval为扫描周期，与协议定义不一致 ,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2023/12/7 15:44,GV58CEU_Pro
#7587,缺陷,Major,ST[BTBCN]下发Type对应不支持的Filter Type时，建议命令下发返回NACK,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2023/12/7 15:13,GV58CEU_Pro
#7581,缺陷,Critical,ST[BTBCN]Detection Mode=1不起作用，log显示扫描后立即会停止扫描,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/7 14:28,GV58CEU_Pro
#7574,缺陷,Critical,ST[BTBCN]BTBCN参数问题汇总,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/7 11:13,GV58CEU_Pro
#7514,缺陷,Critical,ST[BTKFB]设置Button Event Detection为1，设置多个ID时按键一次上报多次9CH报文,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/5 19:37,GV58CEU_Pro
#7512,缺陷,Critical,ST[BTKFB]设备重启后，BTKFB功能不起作用,关闭,abert.xu-HFSW,,2h,1.5h,0.5h,0,janet.he-HFST,2023/12/5 19:25,GV58CEU_Pro
#7509,缺陷,Critical,ST[BTKFB]设置不同的Group ID，扫描到的keyfob均会上报在9CH中，不能区分不同Group ID对应的keyfob信息,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2023/12/5 18:58,GV58CEU_Pro
#7504,缺陷,Major,ST [BTKFB]Keyfob ID修改不生效,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2023/12/5 16:48,GV58CEU_Pro
#7502,缺陷,Critical,ST[BTKFB]OUI 扫描功能未实现,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/5 16:28,GV58CEU_Pro
#7498,缺陷,Major,"ST[BTKFB]Detect Mode=2,每次从静到动时，设备扫描到WKF300，但不上报9CH报文",关闭,abert.xu-HFSW,,0h,0.5h,0h,0,janet.he-HFST,2023/12/5 15:42,GV58CEU_Pro
#7496,缺陷,Critical,ST[BTKFB]Detection Mode=1时，只下发命令时进行扫描，后续由点火静切换到点火动不再扫描,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/5 15:04,GV58CEU_Pro
#7488,缺陷,Major,ST[BTKFB]BTKFB参数问题汇总,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/5 11:02,GV58CEU_Pro
#7468,缺陷,Major,ST[BTADV]BLE Name超过26字节时，BLE Name不是从前往后截取26字节,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/4 17:42,GV58CEU_Pro
#7467,缺陷,Critical,ST[BTADV]通配符%BTMAC%不起作用,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/12/4 17:34,GV58CEU_Pro
#7445,缺陷,Critical,ST [BTADV]设备点熄火切换后，蓝牙广播时间与设置的Adverting Time不一致,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2023/12/4 11:01,GV58CEU_Pro
#7438,缺陷,Critical,ST[BTADV]设备蓝牙与手机连接/断开连接，不产生91H报文,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2023/12/4 9:42,GV58CEU_Pro
#7426,缺陷,Major,ST[BTADV]BTADV参数问题汇总,关闭,abert.xu-HFSW,,0h,1h,0h,0,janet.he-HFST,2023/12/1 16:54,GV58CEU_Pro
#7411,缺陷,Major,ST[BLE]A01V27版本配合最新BLE3.03，无法使用小绿豆升级且升级失败后无法再次进行升级,关闭,abert.xu-HFSW,,4h,4h,0h,0,janet.he-HFST,2023/12/1 15:01,GV58CEU_Pro
#7319,缺陷,Normal,ST [QMS]从QMS服务器下发UPD命令，F1H报文上报到track服务器,关闭,abert.xu-HFSW,,1h,1h,0h,0,janet.he-HFST,2023/11/29 15:09,GV58CEU_Pro
#7247,缺陷,Major,ST[GTC]使用SMS下发GTC命令-Mode2，密码为QMS时设备上报F3H报文到Track服务器,关闭,abert.xu-HFSW,,0h,0h,0h,0,janet.he-HFST,2023/11/28 11:06,GV58CEU_Pro
#7228,缺陷,Major,"ST[QMS]从串口或SMS下发GTC-Mode 1,使用QMS端密码，命令可以下发成功，且上报QRY报文到QMS服务器",关闭,abert.xu-HFSW,,3h,2h,1h,0,janet.he-HFST,2023/11/27 17:23,GV58CEU_Pro
#7223,缺陷,Major,ST[QMSCFG]包含多ID的命令，上报ACH报文时未实现ID区分,关闭,abert.xu-HFSW,,4h,4h,0h,1,janet.he-HFST,2023/11/27 16:36,GV58CEU_Pro
#7129,缺陷,Major,ST[RTO-89]F5H Mode设置为0时，下发RTO-89，不会产生F5H报文,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/11/23 18:26,GV58CEU_Pro
#7126,缺陷,Normal,ST[RTO]通过串口和SMS下发RTO-89，使用QMS密码可以下发成功,关闭,abert.xu-HFSW,,3h,3h,0h,1,janet.he-HFST,2023/11/23 18:18,GV58CEU_Pro
#7101,缺陷,Critical,ST[QMSCFG]UPD升级BLE或BB成功时，不上报ACH到QMS服务器,关闭,abert.xu-HFSW,,2h,2h,0h,0,janet.he-HFST,2023/11/23 11:13,GV58CEU_Pro
